2018-04-30 01:16:49	04d2572538d731ac0ff015e8ea0650bb:fbMJvfwRVa0IL3ut2PO9SkXZ5Rf6UcGi	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.43.118.29
2018-04-30 13:54:45	fca3106acf4212f6b4b68207e87ee9eb:PLwyg7aToUSM8fiFseaplkY277eGwCRB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:55:47	3f92c282e2662a0be9faf75cadef5647:2MvkqKrUY0Wd5cxdpYGil7o0Hm1lsjQz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:56:01	f42881725246fe81b771100697a671d6:PWk5yS6uqtW5tzFfMe8bT6edwm9nSNAW	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 13:56:02	b7bd0d66b4d52cec7d1ff0b9602b3f4d:Gk9DCwqFhm11h8jP4LaLdZuf6ZEDYnCT	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	220.141.27.149
2018-04-30 13:56:27	afd67d8814c6137a3ffeb16cc8a3ed46:wIQzgmUciDUr36Uudttx6mbUskJYzizU	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:57:02	6ae3060f290e4b2be1869924512a4255:rjq9u8tosDgSU65lBNvUbfYma5UCAn8d	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 13:57:03	f6be0badd0713ad997c48d758f7c3758:fMrtVw4KbdlwY2PSX2aYAdsjctPRGqoe	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:57:44	fc1682ab22e29c08da9bfa514f0ff2e9:KS8e5LkXNvJbGviT6BeEe1Fk19ERRJcD	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:57:51	c56fc67ffcba8e050aa1fb582a016201:jSR1paTvvlmPo8vprvT3Z3QPLaIEuffT	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	220.141.27.149
2018-04-30 13:57:59	7a7b79b4cddd79cd7a9eb5f88e0d195c:jj16ozOQJW23nvdpzPbnIhIaEZuXk8iR	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:58:22	e9746c33db1aa246439922f44e82c791:o8MIofNeBGsgam649efdEnZtFqCDXI0h	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:58:45	c6bc0d42b24de57e23f3e2e3739fbfb1:WNpKXGqUjuDnZcWRx04df2EjCVdTQEbN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:59:04	47e0d1e80ceefa4aa271d775b0c3117a:Qq7LjFujnSrcz5SJhpc79iMDsBYj6FXF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:59:17	919893f9531ffc87f28c29a62b1be95b:EjoFKvCVIK9Ixdxmiip0MZaRVyRNcDHj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 13:59:24	7315827f1b397f391ebc5ac49a9cc4cf:GwmoOJqAqeiw5vnLtb6cmd5v2gNzCWLL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:59:59	a3591e55ad1ecb65c6a28972b07578b8:uAwc5nWjJMjL4034qsl1oO44pSpAkVOw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:00:05	b2b03538e6caea6715b5af10c5194442:GTAQxCd97G0qIqoD2T54gCJz2EET9hFo	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:00:57	4dc91c0ff4c5897acd9f10676aef70d8:vGcvsSumbh7025hyuYdMxjIIvWS5Wwzw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:01:33	ab7e6258c5702b8ac7809d63b67da22f:aXF0f9cDHXrh3HLh3TcdCovgqZfnKWJT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:02:14	651ddf6d9c44cdff6bbba4f95aff2da4:EpdBqfWMkUH0QW5A4A1E9Ng0vGnIGz44	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:03:01	63cf8beec8161e2100c534abf2c83553:7Z0NVIU3Y5h8Uehtw9EPa3LHJOTWbSOd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:03:42	efcadbf7dc91f80984e06681c4ee9373:JapNTrgo0tecz3SSnXgklvuqec7zX8lD	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:04:51	bd59ccf54ad7932d8dea05e92363069e:Pl5QxpDBwfQ6stbCFeVujM3KZPy99YhR	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:05:28	6025349b4f2a4130ae410e0c073c5096:BgpqgDkwBwDaUFQOfHlWFU6Bt6wFeTF2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:06:07	10264d571b3ce21e3d3a1d0693200fa2:ZpeOii893EuGUQQK5zSR4j5rWkv55Nvx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:07:04	66a086f8d716e335013ac63acd793f1c:cYwiQjYvw99nErgidVhYPVdKFYWchftg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 14:07:44	b09eb99f150aae832e0d7a38249f3243:J6OkhSV87jtv1vPFcccpervFp5zplZjQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:07:45	23506b5a4afdb5c9f2e120755630bbbe:I585mbHlUVBlzqF7VOSsf7uBPPhCDtpv	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:08:28	b2eb7b042fca69f2b108bcbb8fe95118:DGKu3iQMKIo3Na4FldL9EY2Ebn8dThj2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:08:31	cd4155a41b4c6e0b6c2b5befd60c52d5:ZxsyxQbuxfuO5RTajjmkyes2klaF8zGF	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:08:45	5ec9db3e9de81b2da7fcada786a1bee2:mYYq0n5iJRMIS6Sh1gtYB5ndwkWZPKRd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 14:09:13	f419a7c25ca45d524d290f36bde79e25:reQnl6vYkPiwdZIskNYC5SugYVHTX67d	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 14:09:15	f846e8628b863596bedb893c9322fe73:2gQWJYnt5Hhk0PWRTOZCTRIs3rzeqWwM	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:09:26	b0875cf5426ff141d57dd7a5006a35e2:YBGQc9YCiLkzhmrXv2cOkH6xs1RvtBKw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:10:16	d79c59e02211753ae76fe5c793ac05ee:YS3fde9AV2l1HRSTyQV1hr2pvftPiOQu	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:10:28	f1f66c5978f3603e3b4e1807bb519165:Rd3KY6qq36xMnC8dsKbTKGhUkChfnMVn	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:11:30	ccaa29b4c3b8e943d7b6cad744024d51:H6Zrs4URrRLCrXB0mtx1fRSAvzCHo71K	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:11:34	51b9add7be294d393a3174cc00ad0737:h53nhyZ4EepCwpUv8eV35fUQ0yz5YQkC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 14:12:03	bd1cafdbfa13f2e9952e25143f38906b:kWVTxmnNRLTKg5i88TSGhItvH5nDorWm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:12:09	f028cf10ec27a414c011274f7ab14427:OSZFzGeWYTqlSyg3CLxZg10xUJQ0Cdew	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:13:16	7bc5f0feaec56490ae40fd6d486b7cf6:kn0ugSKnBnryw89dGJeBy15QFvn9d7xP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 14:13:24	5e3121e96e1f3d09486f518ddea0c9b5:WsJfEjm0smGPrdspWsi13QI01cGHVE7v	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 14:13:29	5afc42122098ef238ea31a9fa964c672:05ZmnrQnFi9vsGniElmrgVAKEMeYd1FT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:13:33	080265bd46c387638d5329ed86c3264a:I0dEwtgQvErCmmLuGUvEacNJuctm18DB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 14:14:08	810ad1b4f52379a6192922196c03614a:560sOGkCoJ5b8fOyJ0xQhrlDhm22dVKa	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 14:14:19	3de443f86e2c158baa12bf74ebf56fb9:Fvl9GBpq1YCP0JEBdYyFasccr5AinEfl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:15:01	dbf5018d791ba5ef31b3d3d17d3edf0c:cpRKxhZ5crLAYQEFi0dXeF3k4lbI6lNh	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:15:05	3f8169697cc5d3a45759658a55576fc1:B00WJxDiEKCGoTT2eBhy8QpZ6EDXBgIC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 14:15:39	70344e5ed15b1f2863f1f93032f0f331:uMEnoufl6RBOBCdTaiVM80CpI8XNBnc0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:16:24	1e4eb2870b50bcd763bfd34c487b3274:B39C4o2KLpCNiAzHx3nPQvXVIJPPOz24	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 14:17:57	dbd1098134e19806df6edbf1401062f3:zUB2hEkTvnva0se1AYKZETi2QGZyo1hr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 14:18:58	e6529cbcc1e53484707b72c860350bf4:8OWnSBwFTHdKEV2QPj3YAc9sbbjeqor9	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 14:19:20	0a2e44924ab850cc63ed1fdff0f09202:LmMh9TMIDP5mUbJSiRxxOywG3eMLYvMy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 14:19:23	df05b9c1cc81d5e0db0c911c5cd53cb2:izoqfkfp7JD8rwIXXJaVGAjUe8rRbs09	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:19:25	2a78748c384210243986ca4db48405c6:yoTKyEhWADDDXuBJNkXfwLCenOsxsI8f	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:20:18	1684d7eb158be65e95cb6523d2e42d83:ARjKDgkkqn104ntolqqCwWKIIPerNIw8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:20:57	59d7e9a0f01c02f4bb29b343e5c01812:DNB7OT2x47Fke5AtufhJpH003mjszUAB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:21:02	60b90ca70b7bb9e967757c5af11ef350:3hZgjQQYk4pZ7GcmFfMnqkWVZT1KNXo0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:21:51	504bc35113fd66937204228e377da747:v6WUXsQhFp2NCMxwhAdfTlAjIXZKZlD5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:22:04	c6ef9c1da12696f00f15127f2e05ea50:wcUBtDKyyQicGRPNVX0QSTgCyGEYXJFR	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:22:34	feaf26ad1607d7a40071caca6848d917:0Aoxfjfj9u1IVWPHW7Yi4KNMtdgeKwSx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:22:54	3992c75944d43536abe3e00dbb403773:OWfUtHHwytwCy4CXFZUoKwNkjtQnG0ID	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:23:17	ee949db87aa1170fc77c8f0bc42df645:29VCFxrajejX5VnuzUDsGrDDeX7fYCcc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:23:56	df32d034b97e61596169e6ad481b5911:BppRwnJ6HJeX26VyqPVo6P72EfBiCr98	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:25:19	92789f9b63289cad65b57c9623f5e415:pGSgpXKQ0WC0ewomyPv3xzecFiYkDPGC	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:25:39	f42156e7fecb95222d6af7dee75f7050:AlmS6NnmyBATWvoBrfkgEFpLdtDyAODX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:25:57	f7f32e0a82ea2bc0c0e12697da586d78:lJGrXeFCLjkFs30AxUFFmIOwUQVq2BIM	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:26:58	27b377fb538931bbc4599f00389833db:47wx7p0tyot0vMvwkCCPzAuKP5PtjWA3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 14:27:05	36bc6496c396650faa4df3fc0a2592ac:WOoN3cH9FV8HdKNG5YIQ9EuX2GJ1j6Rl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:27:52	228f2a1c573d6600338c08c40ae485b1:VhnCODIpkRVJ4RFiM0sb0X6OgMVzEKZQ	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:28:42	7aafc5661825cb9d2147b933c9da6aa5:392SxNnpvPVKIkIvXSmybuPuOiSTj2fQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:29:06	e1585f86e0267488cf6d5de7ff4b1198:epgjJH7Jsjmh6aocqWuav1XyBeu9Mtcc	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:30:14	094f4d81b33e683c9539529932245531:3jyBCxiHC3baGj4GcttiuuJDZAhmHSrI	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:30:53	5c8e4f599e11b86365dee2fa937ad230:gEnwjW7ILGfQJ0g7q6DWDBB2LFfnOeMh	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:31:00	d6b18656d94e6640101688492e4ceac6:ReeJP6JQcI6zrHK0WXSTEDTpNN2KIY1U	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:31:32	1f68574a9664494ef2d530fd21122c78:UoeJbQrZYLeF6fcdDArVRixa7ywAdeM5	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:32:01	63c885d73f39b85b0b0f8284427326fc:NwGhq5LMcVOS9vw2CsTECnzeCUw2aTUt	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:32:28	ffec4c5950b9f441eda392182e1fcca4:ZDzOzsAiweY4hcqu5HZcPtYhtnPE5EeQ	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:33:14	ba2ed083c3155ef22c8560e732b6b265:PVdipiJ8Mv3tyzyUYFaOAqtCFpX4rqZS	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:33:16	7de93de93b13f61cdb11c3edf476af28:b0RRYDmjsroajsKTjxn1SwC1j8XH6f39	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:35:26	805ba7a5b251ee12438b28f7f5513923:CdysVq6tfY5xJt8o8GAKDF3mpfR5urhk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:36:01	826b33381e7bc635bb2cf70f81f70a51:AoPqzF7tJafZtdl9Ww24ZShl9ZTLBXXF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.137.15
2018-04-30 14:37:06	2543b6cfd54c597021648fec5d551d18:hPpziN1rw4s93m2ksFDkoc3zOQuiSPcb	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:38:04	94e165673d7de32e7f07b8d1d7c6e0d2:nvdIyVp8dB2azij2ZPZUFyA8KnoDQHW0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:38:43	29e6c1cb51846d0ee7fe45012023cedb:bXHLSiWFUAXDR5G9w9Wlb7zhM88kmcCy	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:39:25	d3a6b82e6ad00469815bfc91329b448e:jBu28pqRlEXgw0qxZpdfFqh55xN1MCRk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 14:39:26	1586d7c435bd3f643f3a06ab464ce463:6MzEOmcRfObyz3OjakS4uy27N7I5IyTX	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.14.195.89
2018-04-30 14:39:32	b9eb81587a4c9fdccbfc3e99ff016e2d:DHEaXpw6HSUEwh6Ah8bE9eDw3QjR6WP2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:41:36	9abc10af9a89298e3a28d02930806f8f:HTTZnlgbRfloXDoTstrBP412f8yINNbA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 14:41:53	7a7144a7d3044e55bd995f5b3710f7ed:hxeJkCJxS9M3UctGTIqHvUoBSd7d2GfA	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.14.195.89
2018-04-30 14:42:24	65c0203efbe15c3859918c5cc681aced:kLjIJgdq8whFcfRPKcXYlwJ1OBeosbrp	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 14:46:54	0cc9805785e049ea31ea056e67df9cf0:yJVQnkKpBGO9SMi6K9tzs64KVyEkx1mm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 14:47:02	40082ed6f258357d915a7cd50e57c56f:hhYvo8N0tvrxYoB6UyoFPU3FByCsCIgX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 14:49:51	b6df18d7ab2c93f57392da1fa0f3f506:RC7pLJf2uXACob5qPwfGTujuXha7q9px	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 14:50:43	ee215a4e98ea55c7f53dc670b0ded529:0MHxIk8Ra2FAe6zcY8kITWhsRT3tymrN	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-30 14:53:24	b271239f0e776cf956c4480fe0ab6ea0:24ZrZMukvM8IMBxuadfFuuTL8cpM6REq	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-30 14:55:31	ec3d81a45d9dba09431035fbe24b7738:UkKQw38nRvt36LKhlLmpZ11dIFMWYXXn	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:56:27	975b5951f894d8ad81ee8b862e3b2181:8WfTnt9Gsd2ElF8k32fzKHz2BclfTQTX	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 14:56:45	5c6ded49480948bc1f96454116fbb95b:7HNEA5oADfIxSIMM8NAtE9zOJLOu71TU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 14:58:15	b44785e4c6501a2e73b9bc7cd6ef1bd3:epp456sSeFKizpQiapCjwZTPFOgqTVoi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 14:59:38	9fc340a6453be5e8e0bd0fd90ce4188b:iEF8mh1nWG7G9LKRnGXk7BycncNwZiE5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 15:05:10	446af760d20ca3e896cbd91863a9cbc5:MfIcK8KwSbaRJUqcuRyttgBrGSLekfbU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	1.162.69.228
2018-04-30 15:05:34	fb9fca303181c1a527cfe76d46f205a7:mvSjpsY5SEgJDsIdJvtnm3gALY5dnal8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 15:06:37	6d587878d21381e45dc5fa51df670b1e:vAfYAaV4sxH2eax2qNUTtorN9sEHxPAY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 15:07:11	9e8c6fc556ce31b34cf851afff35954f:u00Q7anMPuyxreyT2flYvuEriHCx0OE8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 15:07:20	49172ec8fa4fc712ff681538011cd84d:hLkD7mZIsoxHXWAfakZGGw8t4CE9iR2t	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 15:08:24	3bf5d2b90f2181d27cf1a19f1e254bd4:s7UCU2o47s8VSx75ZCD26N8PtjfHGgcL	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	220.141.27.149
2018-04-30 15:08:31	2b113a43f8c85dbc1fd02af9cffbd800:SxrmSfQ5pt1sSkXZeMCJYK4yughzB9uk	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	1.160.133.88
2018-04-30 15:09:30	6cef2ac85e9e001799feb39d2b7d1526:WabzyBOdvtdkT60Mq8CHX2sxGuqZtyx7	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 15:10:53	16b6bff9617783b178cfe04268ce5c9b:BqvTHKQWm62niX5ZpTXRjZyVlDn5KLRO	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 15:11:10	37610026e161c45d3af08331e46d9622:czcUsJZw4NqGLvfbX9xtZuWl4iMYEtAE	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.140.192.195
