2018-04-29 00:00:52	10fdcf108845ff3cc6ecd7a6fd0993a2:3umvcvZRZyP0hrQJ38V0HJbIfCxaY4bX	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.240.192
2018-04-29 20:56:23	0695748613def54491fe13e7a84957ec:YkV6dKeUPUSUHERFFGneOUMStYEbWwuY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:56:34	c4bea33f205446729bb20afab32eeeca:1vmETSZWFqctqc7fZPxzcyCktSTutuRW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:56:46	11fe336d0aefd76957c7970f808520f5:WMMMPvOA3KfzdtjscTbW2WiKqEetFE4H	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 20:56:49	67ab2ebad9587d1e78ce45f5c845f761:FjByodhQpRzDKKi9vmN0N6fbQDqYrxQO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:57:02	d25d2425ce44fcb751d725bd5d68f3d2:hpl92lO5wS1qgWMxJOI6V96U3ESAQbsb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:57:16	7c4fd279e4c4ce00ca6f2a8306a3458c:PWUZB05evnuyyBoKSAJuM4I8dXVrwxz2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:57:30	50cd8179f113b89c47e672f44ea5120a:3MQGIwlo0qnoLQDDqjyJRJrchjj0K0rm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:57:33	d919302b038cccf32e1c92d13434661a:WCJsQAot64hLMYPczyZxqTeei4wbNDSJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 20:57:47	ec658923d0c26304a9f49d5f5dfc24d5:OuOuqTWKs2ZS1rkZlsJxbDOPhgx2cLlt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:58:01	bd3724c55fe66d23d444b5441ac8a73f:RDu2APl2vRQMyy1Kpq06Rfio1sxBRiJy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 20:58:03	8fa3afdc78fdd0483247df24487b21fa:DJxSz2mtGWt4bztz7hS3VRu3ujoQnjeI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:58:14	b8097341de5479e5441cbe761af966dc:olJRFSDD6DdpAycB8dgWZ0f9dwaX4qDV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:58:22	12f3bf2c49e130a26162d2c98c14a2c9:dhsw4vmSRrv4jq3TfuhW2JKAKjOyFFLh	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 20:58:30	c489ea266eabe1b0b79f590b1e9cb950:rKekQPmTi1klizhZsvH0EmNCJyxIGUiB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:58:41	451e22fd580af443c27f53e563e82aba:DkYx6IJY5ovk2fjiDTMHW4scfKnaHJOn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:59:20	30ef26d90de5e6f208cdc0eaea587c18:HhsrvGnqEaOMRQAcriMpHDGdjvzzjuwP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 20:59:37	9c0866ec39f5591eb94e73737b33d955:NTTHxEF4q6VLwhmUzFariBFJyfzmWWE5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:59:51	b094536d6e41635858e837df37fcdf75:PccPbzwJo0kXxIT9mBJJjNcKFddRpsUc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:00:05	6a9ba53b2a0572c52c146b8657d1e987:YMZB2oFs0Qo4OQ46Nb940NPMJpvG6ck2	Q1:提案名稱二：閒置空間_空宅空間改造,;	61.59.233.69
2018-04-29 21:00:10	a4a80fbf385c5d870fba1c97fcd11be5:DtqAHHhJLRdXBrwOPSPdIMVuGoy774lp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:00:23	e5fbe12172d8fcb98dd277a88e72d5db:c0qmhDDGW6rfXOni8GjMCLyBFpvnJ3gM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:00:38	d9e64f15687db2c619f6722e6b228888:MNIzfq6bjhqIo1w9L8DYdNwgR1RxKXZH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:00:49	220d1a4b8e8dddd93237af2de9b80577:l4D72hMZ2GLPlSuzSQkfP4qwDLyVbRXr	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 21:00:51	bcb347de0cfe4f8f2cad0ae6fcf954a3:hyqp9hhNSga0X23y2VhM8NJCBrRmwqNk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:01:27	15d7a6a3a2fec2b7d76be2ee9906296b:0JPQt9qsWt9Z1xAf9GLqDdDHiUl42HHu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 21:01:35	774916b82e7eb1fcbac374a730367c83:a7OzaMMY2UX72B0FKFvkFMiWlIFYuINd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 21:02:27	120707f6419e3114927b232cc3c62af5:oaL6mgyHrtYDTgLEEk4bu5ojZvT6HPxZ	Q1:提案名稱二：閒置空間_空宅空間改造,;	61.59.233.69
2018-04-29 21:02:34	9ae94b93e50e3d27cfb24a46c5c0c656:gT4uM6PduWWcHv3CFM0OgIzzLX6edHP7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 21:03:10	87fe5c3024f6f69081a36d7c51613edd:olPvigYEVjYfRRamgFwzPUyhCsYzDcMu	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 21:03:15	bdc3004cd3f522a3d710845392eafc55:7eXpmUT4cAe1RiLPBApkPlgEbcjGRXcl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 21:03:34	9f173de59e646f8fb0c51d61129c69ce:TzcPitfg8UZ4u5UWY5fDDZW9bAH0KPLK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 21:03:53	fab16ef6d6d9f79d27bd10acec760376:Et7eGKKFYxUYQQz9HfjsaGJ9dwIaMKzg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 21:04:14	90dcc394b8b2974506aaf418bdc35c50:n6H7sdK7u5E01xoF4WVJUWLrhpblOsMh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:04:26	db7aa581d7b4770660a507d7a48af9c1:Q6yC70CvDDxz0SaeeVD8fhRq1dEMLlhJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:04:31	ebc1e46e560dc34056d5ad5cb4f8583d:IswSgXcICdnvALZBaaRnzjOJQNH7anJT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 21:04:41	812b58ac71a7b1cc18fe663c736ddcb0:JwBD5qmQrb8SeLDOQS9habvEVKTA2eOD	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 21:04:48	018a7e4804baab3ed3625ca9f8c1f91e:bItcxbSdmFQTubvsOSfDBZJbbePn1bv7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:05:00	29b6b1176800e98b01dc0f5412648a29:KtR6klYbUMZtZANdjYeIOxPnnTuRIyG1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 21:05:18	48b38e003ed78ad3450072270aa27be2:EufQH4JcjkgkWOyZ9NGvgIyFAaPInGw1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:05:29	3686175a3b4d9d5b4df0a7915451003f:Qd0SUlQV9O4pmqOlpwXs5TKqt9mmLEpK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:05:30	63154745f0de62dcea369255a3b14d05:KuGxOjO4dkC4n4X1LxiaGoGOD6jM5KGV	Q1:提案名稱二：閒置空間_空宅空間改造,;	61.59.233.69
2018-04-29 21:05:40	94876c04f80dee4f42b999e29c84ecca:HCJ6GSNErGHr5ASZAlqM5DbL0O0j37tv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:05:51	54baafce2f668cb68b602e3ebf634387:Hhyx34k1PFXrIDPHjLR0Lt4inWhQuprD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:06:08	569749139b0da5a49407534f89158615:ptlF8KB45SZxAzQ7Mexn9F1nRg2EZcih	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:06:16	c65981a0858340e3ffeb5e839b0ae435:YEW31JUUyzyQQXQRX6KTLnOQdIbi0QLc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 21:06:18	0b36a7e3f5ad9d22a4fa46d5383811d9:pEW8GVyFcEmddJcyvnDIHxxm9yfqNcMi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 21:06:42	ca8dd3bccc2f9122898a35957d92bdef:SQJrBADHDs97Lo7SJ46q0Lw1f1NaM9Ne	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:06:58	52a0e07ce1b4d3f92d0827b4440bf8c9:At0luMXt6gkrp8ipQOQq3tmOvkUCbscU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:07:02	ef4f35a3972f3a8521b5a025da9bdf6e:qsk84drLmiBDlHiM7imzShVDgx2DUxXy	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 21:07:10	38508793e5c87282c72cfc2d5f2edfb5:4NVf4sFhYHhIcjq2EM4XTmRUmPrL77DO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:07:19	4987996ef580e9a4e7c518fd0225fd9d:kcE0bbM3Jn4khyBGN8XzqTXefXU5XT97	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:07:30	3b05a527c35e6265c36ed42bc57141ff:aCdsmSYJAAivtm2WHp1LmYAPSdGQPzTK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:07:41	3f8cc4268c24573f6ff54f8af1501ae9:GTtLPk0zsafUET2sJmLaKLJOgR14glrI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 21:07:47	04cb33b681bfdd5be5dfbd6e48f11011:FNnOpx1SBGv5UEbcrzHSBaObQa4qq0Y3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:08:01	e281b933c0699823878df9e7ca7b77e4:mvfZEOC05h503YRutDrOG369rtmruPyG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:08:13	f6206601429248bcb312bd77ff55f74d:GtL78oUq4WiV4z1yJ3cI4VzOI0KQ8gWr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:08:26	7616b4eb351bb9390be9c3ec4c6bfeee:h9ZY1Vl71l8CwHI7MrslYUgoWarF5TSF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 21:08:27	78d50f2cc2170acf1c23b3bf5f0d694a:OMRDjSwCRRkCuKFiQuGVI8Gno57e4rjZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:08:41	ffecc05d0d35a9b77dff082d3fb60acf:efyk89stAnssO6fdkvF0CcIjZIRNkrA3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:08:51	8b40bf251a2a9ed54ebda0cc3ef255b2:57nWkhGFDsYi9kYRRq7viikmJBqKgIFO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:09:03	c307305b09a3177d7c7b2a20ba104c5c:gYxTGiAx6Av57nX7UMJ1FjWuucF0B9Tg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:09:07	039c5994a7f30f8b755245f2eb908f19:OdOltwN8mxDOwFxn7JArnvz10xhPbQ68	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 21:09:14	a9fc2711479202bc545cdf3411bfdb97:dLgNNnaCCJaAdSzfl5rcL6ebn9FYVENQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:09:31	c3a92d5a72d45bb0557f0e1a6a8277f6:ZvSTNMRflSq5wig5Dhq0pnh4amfpsVok	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 21:09:48	2bb76f06a69ff0e737a2116bab9b131c:4dqAYGnuy38RbeEgSei2tlkrQV0maT2G	Q1:提案名稱二：閒置空間_空宅空間改造,;	61.59.233.69
2018-04-29 21:09:52	f46de771d8cc1a2fd38c36d5f7e7bcea:iFy1hZFpwirxRnVPBDeFwGukvYQmohJC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:10:06	4a48cfb157c8aff39be8fb691c13138d:bnXb3X1q0hACKKYuAIX37QYcF4ohDlH7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:10:19	7a0f64bb282d0802e62ab80e27e530e3:sGZm3VJcMtznAyhbRswJPkr8W0AOudWa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:10:31	51798e10604b3168636c719ac7e5f957:BqB0rfz74AF7mmUmfCGpulpiJmNRyRZv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 21:10:33	e2ae8522a84824e621f3a779a7907104:9q1Kh5T249A5s2L0wlDD2OdIUYRba3rm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:10:56	be909056433eee75925de3ab42ba0f00:dJfpCk5YL0VMNhN0Obz7nC5rCOtXVpqi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:11:14	ad7a8e80fcbd1b1c834c5cf1ca301fbf:foY5SHLneN8T6hljOkmVVAYYT7SdVfbX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 21:11:36	30d4e969aead9519bb8080562e56a205:nDIeRREFL93JX8aEHbOabzjoiHk6LANi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:11:49	e768c65a370dd76b73ed974205f461b9:8OJ2rh5DO4o01rYik7LrjKYeqODLJSiW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:11:50	3842f8d0dfc2c636d78ff0a975e3acbc:u5ciKrsmdAU3ecGJKnsM2QHHAz5aaLCW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 21:11:59	7d5caab5c59adfabf6ddc114d11b5799:IqiqppooV0Z1U7XHDwm7rAPBy8RUUypa	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 21:12:06	04c90aac35673a04b33f0a4f038d4086:5BLlly35DscBI7ntNvjOcmEfwoKMRJyj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:12:28	6d1107adfb4784d2d2472bf2aee23c6a:B2Dt1vae6WTyOZ5F4N8vszbytyrIarPK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:12:41	0d061cc88bb3555c73c9a110c84080f5:6qn5Fv3qtDVQAxAC2eS8E8I0jaNbvaLh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:12:42	ea7c9139e5fded6b2f7ba7e67e484a2d:zGxdBqLSLPgxB0Xoncdjn3dUSFPqCK5T	Q1:提案名稱二：閒置空間_空宅空間改造,;	61.59.233.69
2018-04-29 21:12:55	0fd26ea4a234ce079a823c7e613d09b2:xpnpNlD6HJnz5fgRd2LzJ6iGOJVdnf6k	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:13:06	24f0fac461f29a66d372406fd3f05a84:lh1hPU718E2SGaKtaBV7t9lr4st9BG9m	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:13:17	e86df99437a204d9eb03c8d3297afc1d:DwTnhkYl0q1rFUHF25t4pTaRSpsJE1Jy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
