2018-04-28 00:00:24	8de4132013aabbb09785a0843569e665:VAba9XdaWJLVJNpnqJrITt2GEBhYt2AI	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	61.228.14.25
2018-04-28 14:36:50	fb37d70d3bac5e170d63a2a9740d2798:NVjSDYs5sytqRYMSJa70IvqQkhQxYRRY	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:37:08	0d7a1f0724e3ae094a4eee8525f0b86d:MuEPzLqtNzTV8tJpECWs4DQptLRChr4R	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:37:42	19f83f0fa9546b74c6e6b645cfbe8a18:QS9n2ciL2612WOJPWICYfGKPZSm3EfVX	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:37:53	9154aa8394b43311360ac9f4b0cf586b:NxaMVdzylQoJ4BcvZyBZLuMJlEiExDTC	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:38:08	446448450b886392ba9a32cea6a851ff:Por5OZhGFD4KIYitKcoEEjxD0pJ735X0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:38:14	48265805dfe9417a43186750a05a78fc:lT1LNjkbO4Vgdu1SMFIX0IsZ5489Db8w	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:38:34	874b7719d0ca4cf215f8d7e241fcdbd6:TVsRmaDKyJKSxKn942J5Sjsyiu8bbmyy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:38:55	fced91280873e85dddf563d558365cf8:JVwvMvS7bzXVA7Xc3HMHLXy06MpQZQ4S	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:38:59	3467fbce8b8a943d4b34db6e60497d7f:CG5fzqGRUZtnhIXFVLDdYAtxTeaYfSMS	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:39:34	56cab83db9cf68432e0b07a6bb96f9c4:tTmCcmaRPVShECgq5x4rR2xB0WGtgUv1	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:39:34	8ede759408132d1179a349d31a705170:daHKkyj7Fd9qI9143zA5HJT3haN5lGsw	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:39:42	8c8f9af0e39b0ecdcae30917fd92256a:EvGCKJldkd2O435hg9ccPkCEgalbRDwX	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:40:04	25e204ff47f8a8b099b3a497f70255f3:klE1zCeOhTlr2x0SHTMsiZkHxBpIUEwo	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:40:37	5ffb365b3179a8c419a2439f7ce0e3a9:r1nBKwIAqVAZhixYEBp5D4aqBJ10HA9g	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:40:42	439efb2bc22ef96f84314da98df23cc3:cHttTHKtYPEBiu6wCcutwEjLCw3vFAvQ	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:40:47	e95dc4a3fee783bd8b10819610eb509c:BZimxuzrrUW4b6kBIJedI9x3dibbIIcb	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:41:07	42fd9cf825f99ad437aac5db7c8a2271:0eyNGeDsq9orjsKr4C1ReSTRBHQkYUAE	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:41:14	43fffdbbd3fe2b95281ceb2b147ee63a:ntSQAkosTy75iJnlJhrbXun3hcL3MntE	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:41:41	59ef87cf2f27437c15b3d90de3c75a77:rfjLCzepqbvfoSSJgXpGGsqjlHezKHdZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:41:46	000b05862b2adb9087bccfef34b72f1e:QubV6CxAWr5BydEr1pHVGi8l6EJyXI66	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:42:07	d11f70ab2a2c8c5b28d66ea04254a068:CKeXObZLq7w8CK6eCzkXyOpSyWEIYtwZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:42:39	24eea6b1367e3ff27daafe1fc04ca4a3:BCrimEgqagWgZbD6KJeDwxZuDXq5zYTI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:42:42	9e1b4b0a4bf13eebd155b6d61ac8e50e:Ti9povwdhyANLgyzBcLN6Zv2YFv6TuuY	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:43:08	975b4299f827055cf23aea4f69f1c82a:TLX16U1K4nvPkj1CRVBV4SoU1qYBOdmy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:43:37	9051c6bc18d7c07649f5bd6bf8b7dea6:8co1OpBqMFgNE285dMu6QCYWbuVfufAy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:44:09	3dfc29ee4a2834c3aa8dd3e0e10dda24:WPLrbImimEL8nxUyRSGpQsFoxcJp5Q3W	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:44:19	db38b70d37b894d8ab58b89cd73298c9:ELi5ib5d1Poo5XWeY3D2GOQHdUUu2S59	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:44:36	58a0992b2c75bb01f5d40c9493039a36:9QCgquqJFheAhuiUsuLze4pbordLwMU0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:45:06	dd8ecb2f47fccd5def34245f2b73a99b:tnuTyRyXfaOtud27aubjnFvNgWv8STGv	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:45:32	f91ef02445625213e8b5ca18f6a6a96f:t3T6A5bxMaGzFT39pB3tr7assX2bbKIX	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:45:33	47dd2ab3cf0cdeb5235fb53747d0945a:lwQIqaFizcUF2lhGHwlgenCDMcbytQfm	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:46:01	e9e79b5600860581a6e3a92d3f7ba288:oWWhBgX0s6jNlQUINQnMQmO46H5VSS6J	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:46:12	c1cac0590f096c00f9e9184c97aa4fad:P74uxQwYyUuxakscq5kTzJ5YlX983pqU	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:46:30	9659cf9eb6e3cdfb83d3908722ae50ae:dJ8r5XCxzP7PUhz5M1K1CIM2LqNrowSJ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:46:48	518099dd648fd7536d0df5eb788dfbe0:6OEJS0MmEL4Z5XuVfT8FWdxAIO6A91vY	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:46:48	b0492e8e494d5f01460cbfc08008a946:89Mz2Y2PhDAg60Y9xaRgwnd5Vdgmf0gw	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:47:07	5d2b8bc77100b8c75c503181dfa4fc31:J6krvSGKO9nV2UE0TadCHu0PO2w4mdei	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:47:28	3fc62a8375f9d18c7180f7baad05a4d1:fweegQMcZ3WPr009jCY49SuBD2kkQB1c	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:47:33	9ed99feff9c9cb5db35c88d7429102c5:a87CwVIBsTb2M10vM9Hp8Cqa7v6vD8A5	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:47:54	682b3ef3a448fe738b2c8334ac12d598:OPo78tuPG8oPnPJicLa9THZkzsoZsLya	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:48:01	50b110edc950d42736d46f195d1c7777:VP9kTwBNjCETioqo7XgSlrkU7BzWSGu7	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:48:02	470f40a95ecece1796a5f7566394e61e:TdZ4LpWOyYlyNcRUncxGWA91PAEDJJWs	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:48:32	043beb5d41edde48989661fb6157ca18:1bOm5cpcDB1m8RCDWIeu4NKT0khMCt0u	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:49:02	4a8e65467514ba5956615ac1be436793:ldTHVDfjlIcMRk1vtwEY6WL1x9GQFFTQ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:50:09	7dbeb817885673f3a28de35aa65ed0f9:jQJHjanH0nQcatDlp0HRK85sxIHMBQA7	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:52:08	4007ac6ce8290f12503c2da966f3b76d:TEHSehcvTgBJizVSHQcNgj779gGLQE7P	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:52:54	33434d5bd6ab9e4b8d72bbf5ba7ea8fd:2Aw78SZlY4dthHITjJwn4MyuoTgQGiYC	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:53:15	d7afc1c3e156a62de280b899a07f76e7:5wQaidduZFiazZgz5kgJlEecJ2io0ojy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:53:35	1e554bccffc08cf77d652c2bc6fb8af6:CWZdwNb4MXnpl0fuGoqSTK1oYLtsHZvO	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:54:36	4014c99cd54335b2037bc0ca5fdf4cdf:jNdp16cPpQOx49ODC2WGFyOGvjrA6Uuj	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:54:44	542274234d7104aba34048221ff76f9c:NUYjGcOP9uw8dY8UYWXCGBi5k19oNvDL	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:55:49	ee63472624bc167df01b7378ba1a4c32:ks85E0T3Mf0785xN81StnsqBVHRk5dvX	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:56:06	dcbfca177c6c3cf0d7fc11d93ce236f6:6fFeqgBS7Wd612bFMtSknm27hdiswRwB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:56:21	cd726ce0a512fea08e066bbf247e3c41:XATai3CKiTanJO5ZDJ1mEsC3t0BUAJ8F	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:57:06	7a724903f1166e77ffe5d82091cd443f:GmV3f4npwXofjxhhJKLXuyDgWKvgMrxw	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:57:16	5fb1183846e28f6b6f4743f104a9a1d4:jIAL3ByafKmqcp6iMdXp5o346FtW5dl0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:57:46	c0fd0187f4fc331a8353bcc8d422e522:qmmwvUrop0JtTB1Mm1xyidptr75GcApR	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:58:28	bd514b462049092338643a42efd4118a:cVPwnOlyJMDveRaagzH9iTqR5Lqql6xs	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:58:54	1530b50c95474fdb3fe08aeb8b2d7817:XUZ3zJLUETqGkcXLQ64jTkLeFN84g0kd	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:59:27	db8ab3fbe3a1b4cdf13d6acd736f26c2:zSqaIMOBsNU16bgYQjP0UOqVn1AeC6ba	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:59:34	38e543907c5d01afd337d9cf883a0fab:lV5tvLsppwfXhb5zZ3PG8zefS3sxZCcl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:59:57	4e2cde6c11181f8ce660b1e64349614f:ZZRRx0xM8NRmAaw00GoSMmBN6PQ7BpQL	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 15:00:44	081bda7c7c920bd3b8956c1c01792374:RQ0g7R0YMpgxnjCPcIpngdpH5bnS87DF	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 15:00:43	69173d611bafdfda054f15afe5409e14:vzAPvPMNOuUqvQK61jWQoEdXtkWDIHGz	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:01:54	d9f4a93dcd7960be94bf2ca3241104b5:G0IaJvdC5ceebnBDYirKG35VxewKrTu8	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:03:07	9c114382614afa58c2356bfce6389ddc:Q62Eir0RFdPND8Yw8xb4NP3IwNPQ8SMQ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:05:31	f7cd4ccb072b8f61cc9863d76bbcf605:5Y0vQBX0P3cCHfQzQZMpOf1Up4tdL7kd	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:06:36	3bb0001d674bde377486ad608ddfb12a:vKOHdOcI43ByAJ9E1TJNx2XYNOQmvstF	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:08:13	41b0398a5465ea9bef5f09c655ed6140:0TYNxd7WZRaRhBZ68NOH5sKKL82bnjuz	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:09:24	73b60c5a4260705e2059ac7759527012:9ejkgi76O6Kkti61DAavDlUPlBBRwcr4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:10:34	c26ffee2d20c042be1879302422e6bb5:AQCnr2evMzK1ydJtGYJqnSwfU3jUsjb4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:11:32	633ee37ef3e5acfea64f1910ed2f407a:LcvcVrBJOtdOhXwkTqrzOgGUxKIMoj2n	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:12:27	5c9964e88cc2c94b21ffe1123c726ab8:fxp4FrUFFBMYEWptj5j1bzcgrUgE7k9a	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:12:50	5397ff6675d6321576140d8e198ca20c:MC6CxdpvLQdBzntIqf9fBPFswb8KvlIm	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 15:13:22	1531e6fca4985e8a692c4313a5c11881:1CTgDRC7gF5e4pfZ0NwS8rmjhry22XUd	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:13:50	9cde7326771efc7e2f377e957374ba79:42Q8HIA5pejIHQSj12b2OtAfVUvUiugA	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 15:14:36	8afc1bc8afe0b7f65f9689f7791943f5:5lXOKUjZxd0X2D0fJgDvblGJxdklnmTa	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:15:32	f134c9d01da63ad4a081ac9893874e9f:ij5DC9rBgipWQerE6BldSYjm78ZiPR72	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:16:44	e39638c4171d6099125b470b2df6aafd:jkN512DMNIEUTaHTWvEB89pp7Sjl8izz	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 15:17:00	9dde5983b6c3954a86542cb1ca485ca2:Wjbf4vPM08kh6TtGOBZQb6ECPTvDCuLS	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
