2018-04-30 00:12:40	b1bc610795a33252ca307ae3e5e34258:gFqyOGdOER18ULQwFvYF6Q6mZrzhVUb1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	36.231.97.60
2018-04-30 13:22:11	cc1daeae012a9890d4cd7c67eb097162:gBxmWwQLV3fEukhVYkS3gd1csqxZfICu	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:22:27	1cbe6f9fa20d297c75075c2de9877029:Cx6kFciP13tvXAUEPYoW6LB5M6DzvvMa	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:23:11	44087b6a89831cb4379f6dbe9ea4d45f:bmhgBF0D9UDPWhJB0mkX2ZYZAjWWzqtX	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.161.228.98
2018-04-30 13:23:17	9786d8111897bd710e69bed26ab496b4:ruf3eu7Kqio2duRy57sHDEOQRRkxthGL	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:23:22	469182337c0b58ef8b524ecc37c56e8a:UXrAeuNlaIWHnwI1WrWePUoAeualyyFP	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	163.20.242.78
2018-04-30 13:23:25	16f59df5c79d8a8c5000d155f4e840e7:1igwSZUMprniTRPw7yrjTnuJACDmeg3N	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:24:15	0a786711ca20689381372de48567c7b1:bkhcbNRLZhTPnxywMYvBnz28qz4DLtmR	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:24:25	e75797fc713d6a3c78a154c05e6428a7:M2UNAIYkaJGV05TPNpUK2PWjLWUdv7NS	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	111.185.10.217
2018-04-30 13:24:31	cc2d2cbfd6739b75e5875e401149eef2:AAFA3zs7WbozUyJ43HEdCsDKjUZMvWYD	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:24:36	0768df23e1e0715b5e80f48042042a91:Lo1asZApkR5Gw9MSVwsD3uWWSTJ6f7Bw	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	27.52.100.133
2018-04-30 13:24:47	2f88fbfbef028fedfa1af0040962843f:K2ieqWETO2jKjm8iNfj7gkuIU1Pmf68P	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	163.20.242.78
2018-04-30 13:25:04	ca91b912ddd6279ffbbae34f1c552d51:UHalvOE8Ro74PXZxrCj95wsghKX9AdY7	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.161.228.98
2018-04-30 13:25:14	02329c494f3c622723b7127754641939:cWW4snuC46lXaqNYAFBqacejV1oxr6Kv	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:25:17	fbf8bbc18343d50d208d580dfba71a11:70ILYUZKI46LWUCET2hQZNsiFWaY7Nb3	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	27.52.160.23
2018-04-30 13:25:47	d6613122e3eed65d7cbea29e8731e349:6ncLL9ilznonxRVToIxcDs3ucH7JX4VH	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:26:46	d336e950f094722f7a77f9aaa13399b2:emSZcEaLCHOYcxV0GfiUVcyS2MTn1JYT	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:27:00	676ba6a89033883c4a23f42f6a464517:iDGWepbcsDjj12mnPPQg4Jq5B6SHQt5n	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 13:27:27	1b71d6a2047b07a5b2e1990fe0a86e3d:gfts9mR4prVye9R3WENgzRnlRxEVu2He	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.161.228.98
2018-04-30 13:27:37	06e0349ddbf3353252191dbb8a848baa:Icl7g79E0tDGAkTVq7KPTV8iMiufJXn0	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:28:20	f636ad3907f8e45fd554bc47aab839df:fXmyaw0Cz5EP2HG6aLNzsZbzTWuFqwcy	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 13:28:45	c2dc616e5f8bd2aaa5e26a8c07e2d3d0:o1oYh5RNRN4sFrVBuutQKKmGJkAOrOPA	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:28:55	294b00d0bf880a2ce7f7ae3ea050d852:XvcGHOPclLmGVWXNq6nzbiCTtDznxSeC	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.108.228
2018-04-30 13:28:58	497ae79ad24289d21b92c8fb12b9bb5d:wrEEEXyNY3A5qG2dHTCXTkjijLLQ3IKF	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:29:08	c381a5c7a768834f43ad2396f19a2d3a:hsL9x079Oz1qzdSdrw3HeeSnWmqQWH90	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:29:48	df840215603c167563998da85eb15ba5:Zj33LZcPPaQ9CZicijJvkzGBDcpKh4Db	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.161.228.98
2018-04-30 13:30:05	140323c772588b8c7b174f70cd242772:gMMIKN1KzGuhjNlGw4nMcPRAIOcaVmcT	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:30:11	72bc17eecc22ce75cd9dc7f8da829694:qzhHZzYxXsHEjXMXAU921dWXTrs5HuUy	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:30:26	0472962dc25fc1eda332a1fcf957b3b0:KGBQ88jKcuw59SxC9uvGd2tuv22bPDcQ	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	223.136.108.228
2018-04-30 13:30:28	85b2613c416a62709c29734cf6d83b8c:6tMJQ8b2MLdABVRBF3tzsjBfyVbv6Cjh	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 13:30:54	fab7245e063d156cd24bc09f1ae79e8e:x1gPKaJ9H4nAKqWgefWT4byaa88CouOF	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:30:56	f9b757a2b9665e3f0b53fa60c428022a:ej70klQcoQbaVaC4OAIUI1rRYKOeNEi4	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:31:45	4ca9a734b050a07b1eb15ca1533cbd0a:Zys2XjkKLgRMQP3XJDif1mjhAQ8ss2ef	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:31:46	b9d488fb52367df1da0aacfd710501b8:wnZtvcUhLeGmITsiwnQaZqgjS8l84feR	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 13:31:52	81e8f449bc193689fcd2e8b0d337356a:xWyA0RClTvlVhPpJnqSUnNOiBsmociSh	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:32:00	576de35b4b78ac1259505b276240b5b8:c2V3qaXMkY3iyow4paKkweVp63kaW6xl	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:32:40	2b798ad07286457e3a77d65bc29c90c5:WakFnsqbNzLp5r21FnB1fLkY1tsFHk8f	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:32:44	61bb6ca1c25da2795e9823c9e3a4bee6:GF9ee1eyM3t35hPrWDUWBFarVGqdU7gj	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:33:29	ebe8cd637ebe08c636c1d3cce7329e56:qDyKOIKE5ef0Qn7wIF8d7tJ9qXRUT6Oh	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:33:53	8a6b78b00fec28677e70baf1f939d882:EWAaVC5BgakTEseBI9QOhBRWRd7O5NVJ	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:34:22	5a61df4752876f76964194a0f80034f0:1KlBs2b3kR7G6YFYZyzPMoLUxBrJX3Ix	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 13:34:45	73e0e166759ad34d8ea573703566fd8c:LC84YPExGcCxIKIv6YyV0OMqxzw76UlZ	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:34:45	7ffa414444b2f17de1835dfc5b5aff0e:aoWYH7s7S2KHtxkXtonsSXYQL5JONsP0	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:35:34	0659ee81a938696b7a7a590688c3ca5f:hRYTx4S6RJoHdt2d4L6e21833HJVcELz	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:36:03	945d98b14b3242d2c222bfaa03e5642a:50Of8zlUi5ZEQIF1u8xppelvScRajuBd	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:36:28	ab2932987bfa85c43ae0b6ad0396e81a:AEJ6eH2x1l3nhS43xIYDd8zH0HXJiocH	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:36:41	d3213c7d14915fe1986eb9e787fca5af:QdACfNNG87tFTEUg21zbU9qV4bNlDkIH	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	1.169.113.220
2018-04-30 13:36:59	cc1e6515504a59bd1a911db9699543fc:2UajR1UE49qqnYuA7KR4gGMYHZWgVsh0	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 13:37:26	18f97e3115069bb7ebec7c52126a197f:boE1YZLoDIqChcqeuBYOryr4EP3b3lPn	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:37:32	dd69f6156bea7d369f42d46a82237094:4oLcIEmYkMkqlMeWnSAB5lK8UIYKDuEQ	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	118.233.155.135
2018-04-30 13:37:32	0282fcb90472e4f55f2dd261aa5e72eb:RswQU2cM5J66p2zulOvJOodCcyRteefv	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:37:38	a2dea92a044460284d07d778c827547f:SEnWSkkqdT9rp9SBJBsPrXQwa7ggCtZO	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:37:48	07dbaf1aece486a0a82331e54f74ce93:Bhkm8HJbfrQz0mazMZTqxnsqujwLHGSt	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	1.169.113.220
2018-04-30 13:38:14	60444fe241e5d7e213760ba24be6ef73:k7VKC3MxVsLFiFtrg4neri1W9fyRdSTv	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.204
2018-04-30 13:38:17	14f70e596d118ccea9a1fd27c3b53379:VvNXnbGrFx0uWWsFSmg6n6RseCX0g479	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:38:26	a44eec2537ba147cedb6e3edabad3a81:LN8zDOBBQzUSwYu1CUvc3ujylilIirjz	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:38:31	350ca1ba0d11374d0ec145d7a7b86ae5:TWlu7VmSsIUoCRxIj6X560ub52CFyRVr	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 13:39:13	0b2c6142a56f7a26ab1b52edd85499c7:xRGAR2gTEsBj2ZlJwCf3TxzgyLZNK56K	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:39:17	f9bcbad16a9e66a0b3771e2a9b6a1624:yUmd228xFlPQb7EUdWE5cQajug7Hp655	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	1.169.113.220
2018-04-30 13:39:28	5b7a8773926990fb924b6aa0414e3b9e:Wp067Yh1Sl7etO5V1J04gbwOqAdgA8uq	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:39:39	2129ed0568af0ebb3c231e9c35179a5f:wCsx0Rwr510jFBCZMP9UUWGGkJPh5ABQ	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	218.210.33.40
2018-04-30 13:39:58	dfc4a5a10500fa01725abcc22eb3d1ed:frLQJERUbjhKGPm7is6OnOOdIBty0G7N	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:40:10	cc51d405631bdacc286164867d43287d:xyy78OI5ocfKblPoZTOlIYAEBh5g5phG	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	210.242.212.103
2018-04-30 13:40:29	4656222c803258b146f3e6424df1933d:7tB6HkM4pUSYX01nkt0BNggUVvZIoSP9	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	1.169.113.220
2018-04-30 13:40:38	d4a6f672f8002d0068198e0b7bae32d4:VQ3CEOjTr5fY7CXegw8gvFceQMRaJikA	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 13:41:04	79024a31a97fb06fb9c27511815c3915:qNaZmOhIB1tPzww9AMacOLltj0TcE4k2	Q1:景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	111.240.167.113
2018-04-30 13:41:05	cd21a90d2b03fdfca806d9168d3d22f7:RWkZVNd9O32x7cLhxiiDUJBGMVlr6Uis	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	223.140.146.152
2018-04-30 13:41:10	ff43bb9eb1df433e846c7d9af62df75a:nyzHpdicdaEmqHGKm7yTr2ZG6FYyjTyD	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.217.162.184
2018-04-30 13:41:30	455cdf686e0221d648330b1fc9248f49:leh9ndbWG0yg3agjhzU1g0kU03kNPm0n	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	1.169.113.220
