2018-04-24 04:48:31	111f4d6b06aa32399e3bc7008bdf6901:q3IzcyOgvhgzSOVbsHe94Qdf8gErc3NS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-24 17:07:03	ab6028d466b865eb3eda82310a40625d:0xx5EPawaenRQhouY4p6YCvbadmP9TxA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:07:07	53f135520371e0bf81d029de8c97c9ac:ZvHFyhIvhv7UeZcDJgL8ovJVUXGOIpW8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.138.136.41
2018-04-24 17:07:51	b4e9569f37530d22c724d70d6a63027e:98nLIDpeACeoJscxsCAFMM5Te7LFGuXt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:08:03	1f55f22a390e52a7e7306840b61966d0:64damG9edRHVXNQSjDiwOa04PpwKuHbc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.217.145.252
2018-04-24 17:09:17	b5b347cd75c4a4b27755cf0bec9fb56e:Pg9mIdrQ1bRBna2IU6TXdxxQVjFLap0l	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:10:13	eaa99d664d6b0f248b609372c18a49a4:Q5Z6PWWTNHxPFzNdnYXdr3RnHL7KD2ba	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:10:55	09cba2e274a82c446a49a0870a8749e2:uD2FODlzhwxX8f46vXqrKCTcFdxCRzbz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:11:11	69a5d98e5d0eb3f5c21c0db5c8a03eac:swShe9fkOVfuxdDqOLyTU3HWIU9yuZr2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.67
2018-04-24 17:11:31	aab0499a6ea40849f17f59c19aaf7938:VynAl8SL4jQHpsBFfJmuyeGsYiDTK6CG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:12:07	211b92c45d8831bda79d0e2aaf4bb548:hNukdbdDd9MVb2PtKCFvLK8lt9Ufe7Yu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:13:12	4f64216cbf9c1d73276b7aadeffe8b3c:cbHHTN2TXDH1oV3MZbEMQeI3aqQuaf69	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:14:31	30a81aa33551dac5e7899ead025be1f9:z8zGLXXYCWvpgOHj3acCpmtEwDdzQaXV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:15:17	b3a0cf47ecaad747e1ee2a1e5a156d97:0R9Cnv5bicujlxfNrGz6bnMohi6eRo5d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:15:55	95b5d18051f2b0eaa0c209b5be4b4722:ts595NfE5uP9l7aUQxzCsyY1h43gpHZ0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:16:30	423eddcb60cc06ab1dd86d484da6f820:lSqyZRJMN4QkQEnW1n29LXllGh6VDPM4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:20:22	757c14d8895c32d033fd76c84128f4a2:DeKMoXvyGq3SNFJoTiL96kCoksqMf3xs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:21:32	f0a0b9972107f9d6780065abccc34c04:qsWIzvXZjckFFkFBZ56mi4wV8vGJQtLH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:26:27	682d4590c3d4f72aa572c8442d02bead:9dnaJQGdlTVdn8Oj3yqIYiw3rwCHzLwB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:27:52	9e223fa63c1f43d94a308a4fd7eabe8d:vao9xYPZ8586RaZhGD0LKhpObk4Iabgn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:31:40	73ff0cc45edbea8730ee26c51703aa14:ELthJGbZV6j5cg6kEDVXanG8UAtA0IjJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	223.136.115.142
2018-04-24 17:33:57	a69156d2af8a1c38480cbeca9e863536:BajoUgvJWsGOQF1GDDtCMlHZnIlWeOGp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:35:05	e03bc3c80880d71da19650dde6e9f1d7:qG9oXrocRqsRkE3PHCCSONV15A2zm9oR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	223.136.176.83
2018-04-24 17:35:53	eb39d5e7ce76169f173a03d657f9a134:2rC8nqcPj6jjdd0BNTz48yRGm2S3OVgl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:36:43	1ab632c514d2b057c5111f873d1bf329:GiDej4NehdCPsKRohklmsySC9mFagEzu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:37:21	f1d772022f4ed440faea12d76abab4f6:Yia2AxUb99f54J25lEPnJNWJYO7O3AGF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.176.83
2018-04-24 17:37:28	b3d395d6e1ea8595ae122154365581f4:icOa9WYGJfvheXTU143mDtszWniBZ8Ra	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:38:08	893d25f0cf1cf2b49a83d05728081473:hX0KDTwEPibem8fHdK72YbIGqyXdd6Nb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:38:45	5f966f3c6a190919e6243eff9fc287fd:xj4xcl4LAVsqI9Brin8Rd7cHIoYgfZdX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:39:20	923fbb4e8c241482d6c142fae8c554bc:OYtZ3648LlOQMfovXFUwlwgPuZrsTiQR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:39:33	b4a504e2e6e2173eeabcd6d792179233:xpL3gIxFiiyObFftsOHuRO6JeMG9FVQp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	220.228.144.69
2018-04-24 17:39:49	f744647eb36c906947b31ca646fae9ff:jfGUY0KzkLRCUJpKNVpYnrQYKGkia2UM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	61.216.6.168
2018-04-24 17:42:29	9aac3bdc8b571794b0ac982cd8c40aac:FCSuxgELijWU0kfFHMAiGagkvaEQaqmO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:42:38	8cb6a913dd395b0bb161d7bb1f156498:7Z4ZoAz7PWaaMHDRzXxsg3xTrumn9rHN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.39.105
2018-04-24 17:43:05	19fa982e46ed6db91dc673fa65e403e8:aybkSoffPDvQo09OifQWEAqKYAh7J4Hc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:43:42	36a458b5f4b773dece222cde245be5d2:sCww2QvQvFMsCl447H0MZS63VS23uOYi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:44:26	45ceec1dec4fd023903b3793ecb6bf4c:5ECLPvS1XLzYt0FNyNqseSC3XrJuintW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:45:06	ba90b8713e2b2126d1095c619169c1bf:oNZrne6snc3RuE92T8kR9UGo37YrNpMo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:45:34	21a17c65bef6a2a63c4ba27c90c39a8d:73jRgRXtialQ03XoonIUul2RMzbOLeZF	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	125.227.147.112
2018-04-24 17:46:22	5932c848b656783d35fd650641626f95:hiOGxwjvZ1If5KDyQqORbHswN6HNxZZu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:46:32	080f5212d1dc9fb1680500c1a2a66d49:Mpv87qNtg7y7gVzP6QkqKFYRm4yOw5c5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	111.241.58.26
2018-04-24 17:46:39	a12ab2a0a33c463251e496b1eccffe68:cghauDbvgR9EHzUaSUKzz4MSkdceLC7X	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	220.133.97.46
2018-04-24 17:46:59	c7707a1673077e7ce77d2aefd65d7234:OiQbp7KC63rSxAh2prg8pJ8dhRWVvLZ3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:47:30	45e90bd684bef5c2ba176b622f9c6b8c:Fs3a3twHnNxbv0bvZZvSw0zUw2MyVwNT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:48:10	f5191c1841b77370984dc7fddbbf360c:v5beaePcV0Ac7FwQJjykmQ4EYvBoZXL1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:48:24	489b70c5f0005dc8c98ed82106660b8d:blte0BX1EEMOgBO0FJDgJHNAFFLL9wM6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	114.25.40.161
2018-04-24 17:48:49	2d294cef3a430f23b96e99d501f960bb:Aqdd0rXnVg7nnpgYxG2svYJqiIXeQ701	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 17:49:01	03076c7a43c1647ee9f31a521c60d799:msFC7QGneWVsG3P1q5DvH9h9ze1F9fgb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:49:28	d07d958dd1e1340a8abe7ac44afe3f3e:zq7JFsjrw8HFJ9HIp2dnaXLNhMPdUyUz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.216.177.127
2018-04-24 17:49:48	fe2f9b49b428dc8c4ea8b3a1e1171590:FzTHmdS8l2p1jTFvC4wcaNHC7lYsw4g0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:50:27	633c09d7b478442429dbfa008647937c:Wd85V8dCakx70JO6JjegAox3ZWtU77aE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:50:40	003ecb93fb711a3170192d80dd1e89bc:AdRTLzgaYzV4nM4EC7cP7kQzcITeHVtn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 17:51:06	89071515bc029f2ce2c7a1d4e59d57a0:dwevidYBYB9puDaPHgvvdQVQi9HPsoid	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:51:07	c8e59a9429f56e9215bdc0a01ad972d3:jWChKaZhe3jQMWiywIlntn6gqwWP7WnW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.13.245.185
2018-04-24 17:51:42	94492a89feedb65a14cb5cefc27b52fa:Fx66JBOaZ9oXvqbeQwDovq0lmdSwJSw1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:52:14	6dc414612cb178317043e2bc0302caf0:hFwfAlnaKUeufnkHsGsMy6vkIuL2bNfV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 17:52:14	d8bddc311979ee0b4b1bda8d76d7d5be:eD8oYX1z9PIxtjfov9JcwFK3m2haJO4f	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:52:52	268a887fc0bde7e55773cf35ac946d26:RVabb1wKK7wTgHEmvS6o5SqRnjpxh8SJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:53:24	8d31e3ce54ce3a59f6d716c74ca0a49d:T2tpwneOWEGVziJuttXaKUbnOjHGQ07b	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:53:42	4b45002b54ee8cb3e6e5149eb66539a8:nrGjDEKgJJW43EZCBoMtkYGnpXQXbS0A	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 17:53:53	b2299d97ad26a55770ac85c7858ed982:MkERvoYV7Aop5I2pwDq7JlDlaL5xPlNy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:54:27	66b05794c7f61c59dd4a24a30dca850e:FRpxvE2favohawVAlDVkGMMgty0kWPRe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:55:06	f0619bdb2dc56e1f5fd5f48a995d3be4:stg9sIc9LPwP6tdxZRnGDHyXzEPZ1qvL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:55:20	7184b1dab53a835831cb641e24667b46:FljjNpOy884K38PKDtqDTBiMRPRvjBI2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	101.14.224.98
2018-04-24 17:55:36	c363c56ca007eaedb97a959aaca656e3:Q5sP41Vd5DxlIneK8FYWo5SJgBmf72Do	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:56:20	084a81d57d655c305d3bc8556736686d:nL8K3fq6uBZynLVHFyaqSpCDAnfSmzVu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	223.137.228.194
2018-04-24 17:57:19	b880257b492cfd8475207496788a0428:dAnFIBAHopt7NQT5pWY5gAfKxmzHxbZM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	60.250.184.98
2018-04-24 17:59:00	a617cc3144133c89445585e1301e8b9e:nIE6dMs4PLBhwkZXsszm3O2JbKYzNPUD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 18:00:55	01f0cbde144c965774de0c29a793a4d6:36NhPS8ZY44zsLxyJgqlL2mqf6UQM4r0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	110.28.128.35
2018-04-24 18:01:39	b2340e1010a00c5818432769b2d46770:fNANnEo6OBT2xOoNNNI43ELEMSTLvZ75	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 18:02:05	a1a1c4fb9789e1b91afb73b7f5e3005f:vhnuTdk5KRxqbDDpFcFluK4AYfw8SQlg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:02:11	7001f59df54cd0c78d8d5bac14de2470:vbZ2sZHft9A5dapDn8L1TG5qimTnJvc0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	101.13.48.127
2018-04-24 18:02:40	78adaf3fa53ca48eec73685a545f61b4:zbdjvCm2i2nuXwIBiA55zwQDuXT6ZinP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:02:44	b45f7a065c2c3e19304a4f995031e2d7:pGYiLbTUjpcHv50YkuBmSC023Z5NZeTR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	175.180.117.73
2018-04-24 18:02:54	8a480b3bb8c22c0c11c7bd21fee24d18:4sv3hRdSF78FGm3MJ2vnRPDWuAREt3RE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 18:03:12	2a0e20d8a23378003df9d734f6788607:2FfOvfKuTPcyaeIPyFU7pHUmIwyGbxFQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:03:50	043cf8638d183972596af6fbe6e2c15b:TbrMThhAXY2bmndFLcYBtXUpEWcd7CZO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:04:10	d53e11c64d2722056bace6185a714ea6:plrR7x0eFsXtwDG3uVtlaaoPqa2KNZ5M	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.228.146.82
2018-04-24 18:04:21	3e8d5c11ead8893aed72b263f089bb85:940b3Y6Nd1SILvmrd2Yxc4ZrzVwWlJHK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:04:23	9e5fcc1034a41e42a0f433ccaa3a24f2:rOTzg3nyzo6UwEaAEveGTXEnnUyZYCu3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
